ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-001498,CUST-00321,2025-08-05 22:03:00,Chat,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,High,Resolved,Jordan,9,20.9,FALSE,4,Refund processed to original payment method.
TICK-001499,CUST-00119,2025-07-24 18:20:00,Phone,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Medium,Resolved,Alex,14,17.9,FALSE,5,Provided updated tracking link.
TICK-001500,CUST-00234,2026-01-01 15:37:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jordan,1,12.2,FALSE,3,Addressed multiple queries.
TICK-001501,CUST-00881,2026-02-28 14:28:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Morgan,7,71.0,FALSE,3,Voided duplicate authorization hold.
TICK-001502,CUST-00406,2026-01-08 21:57:00,Email,Wrong Product & Account Issue,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",Medium,Resolved,Pat,217,9.9,FALSE,5,Issued return label and shipped correct item.
TICK-001503,CUST-00926,2026-02-01 01:32:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Yoga Mat.",Medium,Open,Morgan,178,,FALSE,,
TICK-001504,CUST-00677,2025-07-14 14:07:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Open,Alex,7,,FALSE,,
TICK-001505,CUST-00986,2025-06-26 18:02:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Sam,128,60.9,FALSE,2,Sent manual reset link via SMS.
TICK-001506,CUST-00688,2025-07-12 16:10:00,Email,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Pat,71,8.1,FALSE,5,Provided updated tracking link.
TICK-001507,CUST-00127,2025-08-28 06:00:00,Social Media,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Pat,198,28.5,FALSE,5,Sent manual reset link via SMS.
TICK-001508,CUST-00882,2026-03-08 18:41:00,Phone,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Pending,Sam,1,,FALSE,,
TICK-001509,CUST-00461,2025-09-23 14:29:00,Social Media,Unknown Issue,Question,Does it work?,Low,Resolved,Pat,64,60.1,FALSE,1,Clarified user question and provided specs.
TICK-001510,CUST-00711,2025-06-23 05:47:00,Chat,Refund Request,AGAIN: Need refund for Yoga Mat,I returned this last week and want my money back.,Critical,Resolved,Chris,13,2.4,TRUE,5,Refund processed to original payment method.
TICK-001511,CUST-00259,2025-11-29 15:58:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Jamie,8,61.2,FALSE,3,Provided updated tracking link.
TICK-001512,CUST-00075,2026-04-11 09:24:00,Email,Unknown Issue,Question,Does it work?,Low,Open,Jamie,169,,FALSE,,
TICK-001513,CUST-00209,2026-01-15 02:49:00,Chat,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Low,Resolved,Jordan,7,68.3,FALSE,2,Refund processed to original payment method.
TICK-001514,CUST-00606,2026-05-01 18:13:00,Chat,Product Damage & Wrong Product,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,High,Pending,Riley,11,,FALSE,,
TICK-001515,CUST-00797,2025-07-15 21:34:00,Social Media,Delivery Delay,Package is late,My Laptop Stand was supposed to be here 2 days ago.,Medium,Open,Jamie,272,,FALSE,,
TICK-001516,CUST-00975,2025-07-16 15:31:00,Social Media,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Resolved,Pat,222,10.6,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001517,CUST-00371,2026-02-20 14:40:00,Phone,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Chris,11,26.6,FALSE,4,Provided updated tracking link.
TICK-001518,CUST-00818,2025-07-22 18:19:00,Chat,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Pat,15,17.6,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001519,CUST-00984,2025-07-31 22:03:00,Email,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,High,Resolved,Pat,157,10.0,TRUE,3,Sent overnight replacement.
TICK-001520,CUST-00671,2025-10-26 12:41:00,Chat,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Open,Casey,15,,FALSE,,
TICK-001521,CUST-00026,2025-10-13 10:16:00,Phone,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Pending,Sam,3,,FALSE,,
TICK-001522,CUST-00025,2026-01-12 17:59:00,Phone,Wrong Product & Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Jordan,13,0.6,TRUE,1,Sent overnight replacement.
TICK-001523,CUST-00052,2025-07-16 01:45:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",Medium,Resolved,Riley,116,23.0,FALSE,2,Issued return label and shipped correct item.
TICK-001524,CUST-00827,2025-08-01 07:52:00,Phone,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Resolved,Casey,5,35.5,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001525,CUST-00315,2025-08-08 04:28:00,Chat,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Riley,5,2.0,TRUE,2,Sent overnight replacement.
TICK-001526,CUST-00439,2025-09-20 22:42:00,Social Media,Refund Request,Need refund for Blender,I returned this last week and want my money back.,Critical,Resolved,Chris,217,0.6,TRUE,1,Refund processed to original payment method.
TICK-001527,CUST-00510,2025-08-29 12:44:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",High,Pending,Alex,3,,FALSE,,
TICK-001528,CUST-00747,2025-08-25 07:08:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Gaming Mouse.",High,Resolved,Casey,85,17.3,FALSE,3,Issued return label and shipped correct item.
TICK-001529,CUST-00669,2025-07-19 03:30:00,Phone,Refund Request,Need refund for Blender,I returned this last week and want my money back.,High,Resolved,Riley,1,12.3,FALSE,4,Refund processed to original payment method.
TICK-001530,CUST-00818,2026-03-26 10:03:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Pat,14,52.6,FALSE,1,Sent manual reset link via SMS.
TICK-001531,CUST-00254,2025-10-16 16:32:00,Chat,Refund Request,Need refund for Blender,I returned this last week and want my money back.,Medium,Pending,Casey,6,,FALSE,,
TICK-001532,CUST-00488,2025-05-17 02:01:00,Chat,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,Low,Open,Sam,12,,FALSE,,
TICK-001533,CUST-00278,2026-02-16 01:02:00,Chat,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,Medium,Resolved,Morgan,6,17.0,FALSE,5,Refund processed to original payment method.
TICK-001534,CUST-00411,2025-06-12 14:39:00,Chat,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Casey,6,3.9,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001535,CUST-00096,2026-03-27 04:13:00,Chat,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Casey,13,1.3,FALSE,5,Provided updated tracking link.
TICK-001536,CUST-00749,2025-08-30 11:17:00,Social Media,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Jordan,178,22.7,TRUE,4,Sent overnight replacement.
TICK-001537,CUST-00733,2025-08-20 07:30:00,Phone,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,Medium,Resolved,Sam,12,43.9,FALSE,3,Refund processed to original payment method.
TICK-001538,CUST-00513,2026-01-23 22:09:00,Phone,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,High,Escalated,Alex,11,,TRUE,,
TICK-001539,CUST-00228,2025-11-10 15:31:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Jordan,1,9.3,FALSE,4,Sent manual reset link via SMS.
TICK-001540,CUST-00159,2026-03-14 15:43:00,Social Media,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Taylor,69,40.4,FALSE,4,Addressed multiple queries.
TICK-001541,CUST-00506,2026-02-15 10:38:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Riley,12,33.5,FALSE,3,Sent manual reset link via SMS.
TICK-001542,CUST-00380,2025-06-07 00:14:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Casey,4,9.8,FALSE,2,Addressed multiple queries.
TICK-001543,CUST-00687,2025-08-23 06:43:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Open,Sam,251,,FALSE,,
TICK-001544,CUST-00427,2025-10-19 18:42:00,Phone,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Medium,Resolved,Morgan,13,69.5,FALSE,5,Provided updated tracking link.
TICK-001545,CUST-00856,2025-06-17 16:30:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,172,36.6,FALSE,1,Sent manual reset link via SMS.
TICK-001546,CUST-00976,2025-11-09 12:48:00,Email,Refund Request,Need refund for Blender,I returned this last week and want my money back.,Medium,Resolved,Taylor,178,67.3,FALSE,4,Refund processed to original payment method.
TICK-001547,CUST-00628,2025-05-24 08:25:00,Chat,Product Damage,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,High,Resolved,Alex,10,13.4,FALSE,4,Sent overnight replacement.
TICK-001548,CUST-00269,2025-06-24 18:15:00,Phone,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Medium,Open,Taylor,9,,FALSE,,
TICK-001549,CUST-00407,2025-07-09 09:30:00,Chat,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,High,Resolved,Riley,6,21.6,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001550,CUST-00187,2025-10-08 05:58:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Pending,Sam,113,,FALSE,,
TICK-001551,CUST-00427,2025-11-13 05:53:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Morgan,9,20.1,FALSE,4,Provided updated tracking link.
TICK-001552,CUST-00203,2025-05-25 06:28:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Yoga Mat.",Medium,Resolved,Chris,2,6.2,FALSE,4,Issued return label and shipped correct item.
TICK-001553,CUST-00639,2026-05-01 14:34:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Pending,Morgan,9,,FALSE,,
TICK-001554,CUST-00604,2025-09-21 19:14:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Pending,Taylor,1,,FALSE,,
TICK-001555,CUST-00925,2026-03-26 15:54:00,Phone,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Critical,Resolved,Taylor,14,1.3,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001556,CUST-00828,2026-04-19 09:15:00,Chat,Product Damage & Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Escalated,Morgan,15,,TRUE,,
TICK-001557,CUST-00334,2026-01-15 13:02:00,Social Media,Delivery Delay,Package is late,My Laptop Stand was supposed to be here 2 days ago.,Critical,Escalated,Alex,27,,TRUE,,
TICK-001558,CUST-00798,2025-05-20 22:51:00,Social Media,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Alex,77,24.4,FALSE,3,Provided updated tracking link.
TICK-001559,CUST-00267,2026-05-04 10:00:00,Email,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Alex,260,24.1,FALSE,4,Provided updated tracking link.
TICK-001560,CUST-00346,2025-08-28 19:41:00,Phone,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Critical,Resolved,Jamie,8,0.6,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001561,CUST-00759,2025-09-13 12:22:00,Email,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Morgan,174,37.0,FALSE,3,Provided updated tracking link.
TICK-001562,CUST-00159,2026-04-11 14:38:00,Email,Delivery Delay,AGAIN: Package is late,My Blender was supposed to be here 2 days ago.,Critical,Resolved,Jordan,54,2.5,TRUE,2,"Escalated to carrier, offered $10 credit."
TICK-001563,CUST-00915,2026-01-19 06:09:00,Chat,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Pat,14,45.6,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001564,CUST-00798,2026-02-01 02:59:00,Social Media,Order Tracking & Delivery Delay,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Medium,Resolved,Taylor,170,21.8,FALSE,3,Provided updated tracking link.
TICK-001565,CUST-00675,2025-11-21 22:32:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Pat,2,4.9,FALSE,5,Voided duplicate authorization hold.
TICK-001566,CUST-00662,2025-06-22 20:00:00,Phone,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Resolved,Sam,10,15.0,TRUE,5,Sent overnight replacement.
TICK-001567,CUST-00415,2025-06-10 06:16:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Taylor,30,46.3,FALSE,4,Voided duplicate authorization hold.
TICK-001568,CUST-00149,2026-03-17 01:51:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,High,Resolved,Jordan,13,9.2,FALSE,5,Provided updated tracking link.
TICK-001569,CUST-00958,2025-10-26 10:24:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Chris,1,69.4,FALSE,5,Sent manual reset link via SMS.
TICK-001570,CUST-00016,2025-10-02 11:11:00,Chat,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Casey,1,2.0,TRUE,2,Sent overnight replacement.
TICK-001571,CUST-00490,2025-08-23 07:23:00,Social Media,Unknown Issue,Question,Does it work?,Low,Resolved,Casey,170,36.0,FALSE,2,Clarified user question and provided specs.
TICK-001572,CUST-00661,2026-02-16 16:39:00,Email,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Resolved,Jordan,44,35.0,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001573,CUST-00431,2026-03-07 22:46:00,Email,Unknown Issue,Question,Does it work?,Low,Resolved,Morgan,284,33.1,FALSE,5,Clarified user question and provided specs.
TICK-001574,CUST-00485,2026-05-03 03:57:00,Email,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Resolved,Chris,198,11.6,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-001575,CUST-00079,2025-07-27 22:46:00,Chat,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Medium,Resolved,Casey,1,8.9,FALSE,4,Provided updated tracking link.
TICK-001576,CUST-00909,2026-03-10 17:49:00,Chat,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Pending,Jamie,3,,FALSE,,
TICK-001577,CUST-00568,2025-09-23 06:38:00,Chat,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,High,Escalated,Alex,12,,TRUE,,
TICK-001578,CUST-00468,2025-11-06 02:13:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Taylor,6,34.6,FALSE,3,Addressed multiple queries.
TICK-001579,CUST-00434,2026-03-11 11:35:00,Chat,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,Medium,Resolved,Morgan,1,37.1,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001580,CUST-00576,2026-05-11 17:04:00,Phone,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Resolved,Alex,14,30.1,FALSE,3,Provided updated tracking link.
TICK-001581,CUST-00220,2026-02-10 02:26:00,Chat,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Jamie,10,22.5,FALSE,5,Refund processed to original payment method.
TICK-001582,CUST-00941,2026-01-01 09:11:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Sam,1,26.7,FALSE,4,Sent manual reset link via SMS.
TICK-001583,CUST-00171,2026-01-08 17:32:00,Chat,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,Low,Pending,Jamie,8,,FALSE,,
TICK-001584,CUST-00482,2025-09-13 09:51:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",High,Resolved,Alex,3,8.8,FALSE,1,Issued return label and shipped correct item.
TICK-001585,CUST-00222,2026-05-17 00:25:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Resolved,Taylor,22,18.7,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001586,CUST-00612,2025-06-01 09:32:00,Phone,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Morgan,2,65.8,FALSE,3,Sent manual reset link via SMS.
TICK-001587,CUST-00512,2025-10-14 21:11:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Pat,12,43.8,FALSE,3,Sent manual reset link via SMS.
TICK-001588,CUST-00424,2025-10-20 00:05:00,Email,Unknown Issue,Question,Does it work?,Low,Resolved,Jamie,44,71.7,FALSE,2,Clarified user question and provided specs.
TICK-001589,CUST-00043,2025-07-14 09:58:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,7,18.9,FALSE,5,Voided duplicate authorization hold.
TICK-001590,CUST-00301,2026-03-21 02:57:00,Email,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Low,Resolved,Pat,55,35.6,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001591,CUST-00270,2026-01-07 05:00:00,Phone,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,High,Resolved,Jamie,2,14.2,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001592,CUST-00441,2026-03-13 13:34:00,Social Media,Product Damage,Laptop Stand arrived broken,The box was smashed and the item is damaged.,High,Escalated,Jamie,284,,TRUE,,
TICK-001593,CUST-00391,2026-04-03 02:13:00,Email,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,Medium,Resolved,Chris,198,16.5,FALSE,2,Provided updated tracking link.
TICK-001594,CUST-01000,2026-02-15 12:21:00,Chat,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Morgan,7,50.5,FALSE,3,Provided updated tracking link.
TICK-001595,CUST-00640,2025-11-10 17:25:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Jordan,276,3.4,TRUE,1,Voided duplicate authorization hold.
TICK-001596,CUST-00018,2025-12-15 00:37:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Resolved,Pat,206,7.6,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001597,CUST-00817,2025-09-25 14:00:00,Email,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,Medium,Resolved,Casey,76,5.0,FALSE,5,Refund processed to original payment method.
TICK-001598,CUST-00275,2026-03-06 17:49:00,Chat,Unknown Issue,Question,Does it work?,Low,Pending,Casey,14,,FALSE,,
TICK-001599,CUST-00110,2025-12-17 12:19:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jamie,222,10.7,FALSE,2,Sent manual reset link via SMS.
TICK-001600,CUST-00403,2025-12-05 21:26:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",High,Resolved,Jamie,253,14.2,FALSE,4,Issued return label and shipped correct item.
TICK-001601,CUST-00680,2025-11-30 08:50:00,Email,Delivery Delay & Payment Issue,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Resolved,Riley,254,5.4,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001602,CUST-00300,2025-09-30 05:17:00,Email,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Critical,Resolved,Riley,181,3.5,TRUE,1,Refund processed to original payment method.
TICK-001603,CUST-00556,2025-12-23 12:41:00,Email,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Low,Resolved,Pat,255,39.9,FALSE,3,Provided updated tracking link.
TICK-001604,CUST-00008,2025-05-22 02:45:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Taylor,2,31.1,FALSE,5,Sent manual reset link via SMS.
TICK-001605,CUST-00133,2025-11-27 19:02:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",High,Open,Pat,58,,TRUE,,
TICK-001606,CUST-00116,2026-04-10 06:31:00,Email,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Medium,Resolved,Sam,151,38.1,FALSE,3,Provided updated tracking link.
TICK-001607,CUST-00906,2026-02-22 04:44:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Jordan,55,1.8,TRUE,1,Voided duplicate authorization hold.
TICK-001608,CUST-00051,2025-06-28 19:50:00,Chat,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,Low,Open,Chris,15,,FALSE,,
TICK-001609,CUST-00136,2026-04-01 04:13:00,Email,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Alex,167,11.0,FALSE,4,Refund processed to original payment method.
TICK-001610,CUST-00588,2026-03-23 07:32:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Pat,2,4.7,TRUE,4,Voided duplicate authorization hold.
TICK-001611,CUST-00765,2025-11-09 16:40:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Pending,Sam,8,,FALSE,,
TICK-001612,CUST-00484,2025-09-24 05:57:00,Email,Order Tracking,Where is my Mechanical Keyboard?,I ordered a Mechanical Keyboard and the tracking hasn't updated.,High,Resolved,Riley,197,23.8,FALSE,3,Provided updated tracking link.
TICK-001613,CUST-00697,2025-07-18 18:59:00,Email,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,Medium,Resolved,Jamie,183,16.3,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001614,CUST-00928,2026-01-12 16:25:00,Email,Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Low,Resolved,Chris,115,66.4,FALSE,3,Provided updated tracking link.
TICK-001615,CUST-00380,2026-03-24 19:13:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Medium,Resolved,Morgan,209,59.3,FALSE,1,Issued return label and shipped correct item.
TICK-001616,CUST-00015,2025-07-30 11:57:00,Chat,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,High,Open,Casey,9,,FALSE,,
TICK-001617,CUST-00270,2025-06-07 05:51:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Pending,Pat,86,,TRUE,,
TICK-001618,CUST-00259,2025-12-13 02:41:00,Chat,Delivery Delay & Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,High,Open,Chris,13,,FALSE,,
TICK-001619,CUST-00169,2026-05-11 11:16:00,Chat,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Medium,Resolved,Sam,2,57.0,FALSE,2,Refund processed to original payment method.
TICK-001620,CUST-00711,2025-10-29 09:10:00,Social Media,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,High,Resolved,Alex,60,18.9,TRUE,5,Provided updated tracking link.
TICK-001621,CUST-00398,2025-07-22 06:00:00,Chat,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Resolved,Pat,11,3.0,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-001622,CUST-00114,2025-12-02 07:23:00,Social Media,Refund Request,AGAIN: Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Resolved,Jordan,145,18.5,FALSE,3,Refund processed to original payment method.
TICK-001623,CUST-00083,2025-08-01 09:18:00,Chat,Delivery Delay,Package is late,My Gaming Mouse was supposed to be here 2 days ago.,High,Resolved,Casey,13,10.8,TRUE,3,"Escalated to carrier, offered $10 credit."
TICK-001624,CUST-00293,2026-03-17 12:09:00,Social Media,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Morgan,78,22.8,FALSE,4,Sent manual reset link via SMS.
TICK-001625,CUST-00144,2025-09-28 21:09:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Morgan,243,55.9,FALSE,5,Sent manual reset link via SMS.
TICK-001626,CUST-00747,2025-09-26 21:21:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Open,Pat,11,,FALSE,,
TICK-001627,CUST-00227,2025-07-09 00:39:00,Phone,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Mechanical Keyboard.",Medium,Resolved,Taylor,13,59.7,FALSE,2,Issued return label and shipped correct item.
TICK-001628,CUST-00899,2025-10-09 00:40:00,Phone,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,High,Pending,Jamie,13,,TRUE,,
TICK-001629,CUST-00569,2026-03-27 21:46:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Casey,1,0.8,TRUE,1,Voided duplicate authorization hold.
TICK-001630,CUST-00283,2025-11-08 18:09:00,Email,Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Alex,175,5.3,FALSE,2,Refund processed to original payment method.
TICK-001631,CUST-00168,2025-07-28 07:24:00,Phone,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Medium,Resolved,Sam,11,55.4,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001632,CUST-00342,2025-10-01 18:24:00,Chat,Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,High,Escalated,Riley,9,,TRUE,,
TICK-001633,CUST-00386,2025-11-29 02:53:00,Email,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,High,Open,Morgan,109,,FALSE,,
TICK-001634,CUST-00233,2026-04-26 06:25:00,Chat,Product Damage,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,Critical,Open,Riley,13,,TRUE,,
TICK-001635,CUST-00939,2025-07-14 14:57:00,Chat,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Pat,4,13.2,FALSE,1,"Escalated to carrier, offered $10 credit."
